project_id,camera_id,camera_name,make,model,serial_number,year_purchased
2006091,2080808,CameraH,,,,
2006091,2080809,CameraA,,,,
2006091,2080877,CameraI,,,,
2006091,2080880,CameraL,,,,
2006091,2080889,CameraJ,,,,
2006091,2080894,CameraO,,,,
2006091,2080895,CameraB,,,,
2006091,2080896,CameraK,,,,
2006091,2080897,CameraM,,,,
2006091,2080963,CameraD,,,,
2006091,2080964,CameraG,,,,
2006091,2080965,CameraN,,,,
2006091,2080967,CameraC,,,,
2006091,2081070,CameraE,,,,
2006091,2081071,CameraF,,,,
